volt-up; volt-down; volt-left; volt-right; time-min; time-inc; time-max; flip-x; flip-y; swap-xy
3.5;3.5;3.5;3.5;1;0.1;4;0;1;0
0;3.5;1;0.840166;-28.1197
1;3.5;1;-0.763392;12.366
2;3.5;1;-13.5412;-4.31721
3;3.5;1;19.0837;0.78343
0;3.5;1;-6.05211;-18.6967
1;3.5;1;1.31976;32.7659
2;3.5;1;-12.3447;-1.13255
3;3.5;1;18.4001;1.11141
0;3.5;1;-0.0255965;-31.4163
1;3.5;1;-0.679795;7.56644
2;3.5;1;-18.3358;-1.13931
3;3.5;1;22.6132;1.13729
0;3.5;1;-7.05437;-19.131
1;3.5;1;-2.19598;14.5796
2;3.5;1;-1.72103;-1.02017
3;3.5;1;-0.110336;-0.212689
0;3.5;1;-0.419966;-28.106
1;3.5;1;-0.985098;12.9709
2;3.5;1;-21.8152;-1.95522
3;3.5;1;28.3539;0.82454
0;3.5;1.1;-0.495488;-11.336
1;3.5;1.1;-0.395355;18.7559
2;3.5;1.1;-10.6523;-1.17068
3;3.5;1.1;22.5234;0.605046
0;3.5;1.1;-0.98762;-30.2537
1;3.5;1.1;0.563042;18.8797
2;3.5;1.1;-23.6196;-1.01745
3;3.5;1.1;22.4772;0.492042
0;3.5;1.1;-0.032941;-13.7261
1;3.5;1.1;-1.19239;14.9961
2;3.5;1.1;-20.9662;-2.69281
3;3.5;1.1;10.5714;-0.143772
0;3.5;1.1;-0.116366;-15.8713
1;3.5;1.1;-0.201845;26.389
2;3.5;1.1;-18.9363;-1.78484
3;3.5;1.1;16.1285;0.526797
0;3.5;1.1;0.842978;-10.1539
1;3.5;1.1;-0.521433;4.62574
2;3.5;1.1;-17.4806;-1.33929
3;3.5;1.1;20.9846;0.536558
0;3.5;1.2;2.49388;-39.9088
1;3.5;1.2;-1.56057;21.9514
2;3.5;1.2;-22.5638;-1.25274
3;3.5;1.2;17.4511;0.420565
0;3.5;1.2;0.208518;-13.7758
1;3.5;1.2;0.627469;30.5728
2;3.5;1.2;-16.2131;-1.72047
3;3.5;1.2;19.0624;0.749613
0;3.5;1.2;-9.87948;-6.89351
1;3.5;1.2;-1.03486;16.4811
2;3.5;1.2;-12.7489;-3.01772
3;3.5;1.2;15.9763;0.0594482
0;3.5;1.2;-1.00142;-13.0743
1;3.5;1.2;2.27616;14.5641
2;3.5;1.2;-9.8915;-1.53539
3;3.5;1.2;21.9393;0.782581
0;3.5;1.2;0.0952663;-12.9171
1;3.5;1.2;0.308273;10.5885
2;3.5;1.2;-20.4548;-3.40507
3;3.5;1.2;29.453;1.64887
0;3.5;1.3;-1.98699;-20.4905
1;3.5;1.3;-0.715233;29.7368
2;3.5;1.3;-11.5291;-18.1002
3;3.5;1.3;17.2902;0.222914
0;3.5;1.3;-0.4181;-33.0189
1;3.5;1.3;-0.524868;20.8336
2;3.5;1.3;-4.79641;-0.79831
3;3.5;1.3;38.5892;1.46013
0;3.5;1.3;1.00279;-37.0374
1;3.5;1.3;0.659613;13.0896
2;3.5;1.3;-10.9205;-1.15595
3;3.5;1.3;24.1534;0.732599
0;3.5;1.3;-0.865212;-14.8397
1;3.5;1.3;-1.36824;27.7781
2;3.5;1.3;-24.542;-1.8808
3;3.5;1.3;12.5717;0.526086
0;3.5;1.3;-9.6177;-16.0958
1;3.5;1.3;-0.58082;16.8418
2;3.5;1.3;-16.0487;-42.4232
3;3.5;1.3;9.23256;27.9676
0;3.5;1.4;0.0533584;-17.3417
1;3.5;1.4;0.411165;10.1294
2;3.5;1.4;-11.6798;-1.43958
3;3.5;1.4;31.5156;0.429398
0;3.5;1.4;-0.272928;-10.3346
1;3.5;1.4;-0.748074;11.5522
2;3.5;1.4;-12.9071;-7.12756
3;3.5;1.4;-8.41254;-0.000973854
0;3.5;1.4;-0.628282;-17.0683
1;3.5;1.4;-0.723058;10.2315
2;3.5;1.4;-23.0103;-7.6315
3;3.5;1.4;35.1354;0.669496
0;3.5;1.4;0.608562;-20.898
1;3.5;1.4;0.527164;8.34097
2;3.5;1.4;-19.3277;-1.30311
3;3.5;1.4;30.0274;0.825633
0;3.5;1.4;-1.61032;-9.98682
1;3.5;1.4;1.05128;10.6573
2;3.5;1.4;-8.04951;-1.03888
3;3.5;1.4;20.7316;0.442339
0;3.5;1.5;-3.80855;-16.1558
1;3.5;1.5;-0.91552;4.78467
2;3.5;1.5;-9.70886;-6.70963
3;3.5;1.5;26.8816;0.94584
0;3.5;1.5;-1.39002;-11.837
1;3.5;1.5;-2.47781;38.4338
2;3.5;1.5;-10.1216;-1.59942
3;3.5;1.5;34.4339;1.43526
0;3.5;1.5;-8.36451;-17.3172
1;3.5;1.5;-0.498359;19.511
2;3.5;1.5;-18.7428;-2.2879
3;3.5;1.5;41.376;0.782673
0;3.5;1.5;-0.546136;-13.8885
1;3.5;1.5;-0.906376;30.452
2;3.5;1.5;-4.01601;-1.13553
3;3.5;1.5;13.6228;0.576153
0;3.5;1.5;-3.79535;-19.5445
1;3.5;1.5;-2.89633;46.4185
2;3.5;1.5;-20.4586;-3.0815
3;3.5;1.5;23.0498;0.508469
0;3.5;1.6;-6.90592;-52.139
1;3.5;1.6;-1.63283;20.8846
2;3.5;1.6;-26.808;-2.27937
3;3.5;1.6;21.8945;0.212586
0;3.5;1.6;-19.5059;-21.9417
1;3.5;1.6;-1.3053;32.3714
2;3.5;1.6;-27.4667;-2.91307
3;3.5;1.6;33.178;1.19742
0;3.5;1.6;0.310168;-48.7444
1;3.5;1.6;1.04962;13.48
2;3.5;1.6;-14.5718;-1.11206
3;3.5;1.6;34.8933;0.866941
0;3.5;1.6;-1.57714;-19.0601
1;3.5;1.6;-2.09031;31.6262
2;3.5;1.6;-16.3591;-1.8985
3;3.5;1.6;32.1167;0.765266
0;3.5;1.6;-0.320932;-12.6198
1;3.5;1.6;-1.67422;15.8815
2;3.5;1.6;-24.6951;-2.68847
3;3.5;1.6;39.3785;0.882992
0;3.5;1.7;1.80273;-53.3621
1;3.5;1.7;-1.50363;22.6428
2;3.5;1.7;-23.6523;-1.80597
3;3.5;1.7;49.3735;1.3494
0;3.5;1.7;0.0082587;-52.6184
1;3.5;1.7;-0.294827;31.9413
2;3.5;1.7;-18.649;-2.03683
3;3.5;1.7;45.143;0.948011
0;3.5;1.7;-0.400054;-52.4721
1;3.5;1.7;-1.25812;21.1045
2;3.5;1.7;-32.6337;-2.67749
3;3.5;1.7;29.2012;0.697582
0;3.5;1.7;-0.00542031;-19.3579
1;3.5;1.7;-1.17348;20.5884
2;3.5;1.7;-24.2549;-4.18116
3;3.5;1.7;26.9667;0.316361
0;3.5;1.7;-9.9172;-13.7802
1;3.5;1.7;0.470618;17.4527
2;3.5;1.7;-12.8307;-0.847284
3;3.5;1.7;37.4006;1.12316
0;3.5;1.8;0.101345;-13.4693
1;3.5;1.8;-1.69839;50.2647
2;3.5;1.8;-16.8165;-4.52532
3;3.5;1.8;27.7227;0.976262
0;3.5;1.8;0.371499;-58.8776
1;3.5;1.8;0.152286;20.2692
2;3.5;1.8;-23.1622;-1.89747
3;3.5;1.8;14.9429;0.516823
0;3.5;1.8;-2.08094;-14.4202
1;3.5;1.8;-1.7759;25.8107
2;3.5;1.8;-21.9714;-4.43462
3;3.5;1.8;47.3615;30.5798
0;3.5;1.8;-2.49103;-12.9095
1;3.5;1.8;-0.710082;35.554
2;3.5;1.8;-32.6825;-2.62701
3;3.5;1.8;59.9946;1.50116
0;3.5;1.8;-2.12862;-20.7129
1;3.5;1.8;-1.7373;36.2245
2;3.5;1.8;-40.6301;-27.8182
3;3.5;1.8;36.2438;1.36352
0;3.5;1.9;0.328637;-41.4848
1;3.5;1.9;-0.674501;25.0498
2;3.5;1.9;-63.5649;-3.211
3;3.5;1.9;38.5105;1.5558
0;3.5;1.9;-0.422586;-49.484
1;3.5;1.9;-0.994621;34.5594
2;3.5;1.9;-36.5835;-2.9264
3;3.5;1.9;71.0624;2.61346
0;3.5;1.9;1.8889;-63.6373
1;3.5;1.9;-0.958107;45.2553
2;3.5;1.9;-22.4632;-8.35682
3;3.5;1.9;42.7099;1.78909
0;3.5;1.9;-15.4981;-8.46416
1;3.5;1.9;-1.1094;51.4118
2;3.5;1.9;-44.8558;-4.58461
3;3.5;1.9;48.6004;1.81921
0;3.5;1.9;-0.148895;-25.2829
1;3.5;1.9;-0.195866;12.4109
2;3.5;1.9;-87.2818;-4.52548
3;3.5;1.9;59.6147;1.96611
0;3.5;2;0.398168;-62.4069
1;3.5;2;-0.943074;39.0588
2;3.5;2;-34.4529;-3.85641
3;3.5;2;44.3653;4.60471
0;3.5;2;-12.1027;-16.9076
1;3.5;2;-1.16856;27.7061
2;3.5;2;-18.6529;-2.2131
3;3.5;2;48.3829;1.30641
0;3.5;2;1.77308;-66.9847
1;3.5;2;-1.78173;49.5345
2;3.5;2;-37.3227;-3.67632
3;3.5;2;75.7232;3.05864
0;3.5;2;0.104018;-63.6874
1;3.5;2;-3.02001;53.6694
2;3.5;2;-42.1618;-4.69535
3;3.5;2;69.8244;2.1208
0;3.5;2;-0.174805;-15.1766
1;3.5;2;-2.19436;36.4881
2;3.5;2;-39.6938;-2.24809
3;3.5;2;39.0081;1.43103
0;3.5;2.1;-0.341402;-15.0335
1;3.5;2.1;-1.17292;11.3349
2;3.5;2.1;-44.5947;-13.4265
3;3.5;2.1;93.8684;3.18166
0;3.5;2.1;-0.72873;-26.0358
1;3.5;2.1;-3.13509;69.9435
2;3.5;2.1;-36.19;-2.97933
3;3.5;2.1;47.3139;1.14124
0;3.5;2.1;-2.91631;-26.9992
1;3.5;2.1;-2.57888;60.2146
2;3.5;2.1;-45.9399;-6.37741
3;3.5;2.1;58.959;2.39827
0;3.5;2.1;-0.767774;-22.6455
1;3.5;2.1;-1.00284;31.2069
2;3.5;2.1;-44.192;-3.56461
3;3.5;2.1;46.6281;0.640105
0;3.5;2.1;-1.10748;-17.3205
1;3.5;2.1;-1.13425;47.7265
2;3.5;2.1;-43.7026;-45.6804
3;3.5;2.1;52.0595;37.6495
0;3.5;2.2;0.68887;-78.5326
1;3.5;2.2;-3.3516;80.359
2;3.5;2.2;-40.3996;-2.70305
3;3.5;2.2;27.9247;1.18718
0;3.5;2.2;0.976412;-80.2721
1;3.5;2.2;-1.85807;48.3259
2;3.5;2.2;-32.4572;-3.00999
3;3.5;2.2;83.9002;3.13281
0;3.5;2.2;-0.850442;-49.6085
1;3.5;2.2;-1.47949;35.8286
2;3.5;2.2;-22.9321;-2.20824
3;3.5;2.2;52.9079;1.37807
0;3.5;2.2;1.45792;-51.3147
1;3.5;2.2;-1.82999;67.6708
2;3.5;2.2;-43.6158;-2.29492
3;3.5;2.2;70.3893;2.5215
0;3.5;2.2;-0.698109;-19.8881
1;3.5;2.2;-2.65853;39.8652
2;3.5;2.2;-46.7478;-2.96676
3;3.5;2.2;27.496;0.960401
0;3.5;2.3;1.0321;-88.3026
1;3.5;2.3;-0.861333;10.0689
2;3.5;2.3;-44.2994;-33.9466
3;3.5;2.3;25.853;2.30633
0;3.5;2.3;-0.504895;-27.9625
1;3.5;2.3;-1.10148;58.0225
2;3.5;2.3;-40.5383;2.18844
