volt-up; volt-down; volt-left; volt-right; time-min; time-inc; time-max; flip-x; flip-y; swap-xy
1;1;1;1;1;0.1;4;0;1;0
0;1;1;0.726037;-0.516766
1;1;1;0.309633;1.44974
2;1;1;-0.413709;0.000351606
3;1;1;-0.210262;-0.416201
0;1;1;0.833176;0.210106
1;1;1;-0.52147;0.516318
2;1;1;0.413164;0.206671
3;1;1;-1.03861;-0.000698861
0;1;1;0.726618;-0.103497
1;1;1;0.418197;-0.620694
2;1;1;-1.45792;-0.106934
3;1;1;-0.0935285;-0.0979364
0;1;1;0.414419;0
1;1;1;-0.315127;1.13881
2;1;1;-1.13952;0.104766
3;1;1;0.00411132;-0.102627
0;1;1;-0.409169;-2.07348
1;1;1;-0.518088;1.66025
2;1;1;-1.23909;-0.205942
3;1;1;0.513422;0.10235
0;1;1.1;-0.50551;-0.618735
1;1;1.1;0.497006;-0.724844
2;1;1.1;-0.421567;0.10465
3;1;1.1;-0.309117;-0.000265243
0;1;1.1;-0.205203;-0.208578
1;1;1.1;0.194045;3.33966
2;1;1.1;-1.06196;-0.0978986
3;1;1.1;-0.212554;-0.103752
0;1;1.1;-0.415251;-0.316888
1;1;1.1;-0.295576;0.832073
2;1;1.1;-1.15575;0.00155055
3;1;1.1;0.528032;-0.106098
0;1;1.1;-0.31811;-0.207932
1;1;1.1;0.477389;2.95015
2;1;1.1;-1.37155;-0.10256
3;1;1.1;-0.107418;-0.524488
0;1;1.1;-0.612854;-0.742187
1;1;1.1;0.727206;1.47146
2;1;1.1;-0.536519;0.530777
3;1;1.1;-0.831961;-0.00403754
0;1;1.2;0.210149;-0.945669
1;1;1.2;0.514061;2.10684
2;1;1.2;0.627761;0.211497
3;1;1.2;-0.83569;-0.212956
0;1;1.2;0.315021;0
1;1;1.2;0.208717;-0.943691
2;1;1.2;-1.574;-0.104933
3;1;1.2;0.31469;-0.524484
0;1;1.2;0.00136198;-0.210282
1;1;1.2;-1.21897;0.615332
2;1;1.2;-1.95466;-0.218726
3;1;1.2;0.440831;-0.2163
0;1;1.2;0.947904;-0.00307955
1;1;1.2;0.672012;2.00253
2;1;1.2;0.0942585;0.00412487
3;1;1.2;0.198853;0.317923
0;1;1.2;-0.612007;-0.4253
1;1;1.2;-0.15775;2.85457
2;1;1.2;-0.731324;-0.10659
3;1;1.2;0.217773;0.100861
