target.x;target.y;delta.x;delta.y
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
518;512;4;-4;on
