target.x;target.y;delta.x;delta.y
450;450;-33.7905;116.844;off
450;450;-33.7357;117.097;off
450;450;-33.2439;117.213;off
450;450;-33.2987;116.664;off
450;450;-33.5928;117.012;off
450;450;-33.1253;116.798;off
450;450;-32.8905;116.628;off
450;450;-33.8643;116.776;off
450;450;-33.213;116.957;off
450;450;-33.0759;116.951;off
450;450;-33.4326;116.836;off
450;450;-33.3723;117.07;off
450;450;-33.246;116.865;off
450;450;-33.2307;116.87;off
450;450;-33.4194;116.672;off
450;450;-33.1857;117.157;off
450;450;-33.2515;116.706;off
450;450;-33.5468;116.643;off
450;450;-32.8959;116.943;off
450;450;-33.38;116.859;off
450;450;-33.3844;116.578;off
450;450;-33.4293;117.24;off
450;450;-32.6922;117.266;off
450;450;-33.7035;116.807;off
450;450;-33.2351;117.182;off
450;450;-33.2373;117.13;off
450;450;-33.178;117.13;off
450;450;-33.313;117.129;off
450;450;-33.2373;117.071;off
450;450;-32.8796;117.063;off
450;450;-33.2329;116.996;off
450;450;-33.1112;117.281;off
450;450;-33.1025;117.013;off
450;450;-32.4489;117.006;off
450;450;-33.3635;116.624;off
450;450;-33.065;116.794;off
450;450;-32.521;116.874;off
450;450;-33.1243;116.379;off
450;450;-33.0112;116.517;off
450;450;-32.7159;116.699;off
450;450;-32.7127;116.569;off
450;450;-33.0813;116.555;off
450;450;-33.0242;116.741;off
450;450;-32.5952;116.75;off
450;450;-33.065;116.676;off
450;450;-33.2373;116.893;off
450;450;-33.2482;116.813;off
450;450;-32.5963;116.813;off
450;450;-33.3822;116.749;off
450;450;-33.0264;117.282;off
450;450;-32.9714;117.06;off
450;450;-33.2108;116.95;off
450;450;-32.9638;117.152;off
450;450;-33.1395;117.204;off
450;450;-33.0079;117.039;off
450;450;-33.3064;116.75;off
450;450;-33.246;117.043;off
450;450;-33.3119;117.244;off
450;450;-33.3701;116.647;off
450;450;-32.9465;116.972;off
450;450;-33.009;116.865;off
450;450;-33.1352;116.595;off
450;450;-33.257;116.726;off
450;450;-33.1857;116.683;off
450;450;-33.5007;116.274;off
450;450;-33.257;116.488;off
450;450;-33.0177;116.421;off
450;450;-33.1636;116.102;off
450;450;-33.2218;116.336;off
450;450;-33.0503;116.299;off
450;450;-33.0547;116.196;off
450;450;-33.2987;116.456;off
450;450;-33.5494;116.146;off
450;450;-33.0656;116.412;off
450;450;-33.1701;116.54;off
450;450;-33.7624;116.181;off
450;450;-33.0329;116.653;off
450;450;-33.1955;116.659;off
450;450;-33.3877;116.531;off
450;450;-33.5129;116.85;off
450;450;-32.7892;116.986;off
450;450;-33.4009;116.636;off
450;450;-33.4679;116.9;off
450;450;-32.9154;117.072;off
450;450;-32.6567;117.054;off
450;450;-33.0879;117.112;off
450;450;-33.1362;117.251;off
450;450;-32.5242;117.478;off
450;450;-33.3536;117.36;off
450;450;-32.8182;117.589;off
450;450;-33.2373;117.367;off
450;450;-33.1428;117.393;off
450;450;-33.1472;117.409;off
450;450;-33.1461;117.583;off
450;450;-33.3207;117.69;off
450;450;-33.1352;117.959;off
450;450;-33.2471;117.876;off
450;450;-33.7157;117.798;off
450;450;-33.3635;117.868;off
450;450;-33.4205;117.801;off
450;450;-33.5906;117.893;off
450;450;-33.6609;117.991;off
450;450;-33.3613;118.038;off
450;450;-34.078;118.058;off
450;450;-34.0265;117.67;off
450;450;-34.0288;117.856;off
450;450;-33.9717;117.982;off
450;450;-33.7916;117.856;off
450;450;-33.8487;117.907;off
450;450;-33.4227;117.928;off
